"TIME","GEO","CITIZEN","SEX","AGE","DECISION","UNIT","Value","Flag and Footnotes"
"2015Q1","Netherlands","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total","Total positive decisions","Person","0",""
"2015Q1","Netherlands","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total","Rejected","Person","30",""
"2015Q1","Netherlands","Russia","Total","Total","Total","Person","55",""
"2015Q1","Netherlands","Russia","Total","Total","Total positive decisions","Person","5",""
"2015Q1","Netherlands","Russia","Total","Total","Rejected","Person","50",""
"2015Q1","Netherlands","Extra EU-28","Total","Total","Total","Person","6,400",""
"2015Q1","Netherlands","Extra EU-28","Total","Total","Total positive decisions","Person","4,540",""
"2015Q1","Netherlands","Extra EU-28","Total","Total","Rejected","Person","1,855",""
"2015Q1","Netherlands","Eritrea","Total","Total","Total","Person","210",""
"2015Q1","Netherlands","Eritrea","Total","Total","Total positive decisions","Person","165",""
"2015Q1","Netherlands","Eritrea","Total","Total","Rejected","Person","45",""
"2015Q1","Netherlands","Afghanistan","Total","Total","Total","Person","205",""
"2015Q1","Netherlands","Afghanistan","Total","Total","Total positive decisions","Person","120",""
"2015Q1","Netherlands","Afghanistan","Total","Total","Rejected","Person","85",""
"2015Q1","Netherlands","Pakistan","Total","Total","Total","Person","65",""
"2015Q1","Netherlands","Pakistan","Total","Total","Total positive decisions","Person","25",""
"2015Q1","Netherlands","Pakistan","Total","Total","Rejected","Person","40",""
"2015Q1","Netherlands","Iraq","Total","Total","Total","Person","200",""
"2015Q1","Netherlands","Iraq","Total","Total","Total positive decisions","Person","75",""
"2015Q1","Netherlands","Iraq","Total","Total","Rejected","Person","130",""
"2015Q1","Netherlands","Syria","Total","Total","Total","Person","3,030",""
"2015Q1","Netherlands","Syria","Total","Total","Total positive decisions","Person","2,800",""
"2015Q1","Netherlands","Syria","Total","Total","Rejected","Person","225",""
"2015Q1","Netherlands","Total","Total","Total","Total","Person","6,405",""
"2015Q1","Netherlands","Total","Total","Total","Total positive decisions","Person","4,540",""
"2015Q1","Netherlands","Total","Total","Total","Rejected","Person","1,865",""
"2015Q1","Slovenia","Albania","Total","Total","Total","Person","0",""
"2015Q1","Slovenia","Albania","Total","Total","Total positive decisions","Person","0",""
"2015Q1","Slovenia","Albania","Total","Total","Rejected","Person","0",""
"2015Q1","Slovenia","Serbia","Total","Total","Total","Person","5",""
"2015Q1","Slovenia","Serbia","Total","Total","Total positive decisions","Person","0",""
"2015Q1","Slovenia","Serbia","Total","Total","Rejected","Person","5",""
"2015Q1","Slovenia","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total","Total","Person","0",""
"2015Q1","Slovenia","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total","Total positive decisions","Person","0",""
"2015Q1","Slovenia","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total","Rejected","Person","0",""
"2015Q1","Slovenia","Russia","Total","Total","Total","Person","0",""
"2015Q1","Slovenia","Russia","Total","Total","Total positive decisions","Person","0",""
"2015Q1","Slovenia","Russia","Total","Total","Rejected","Person","0",""
"2015Q1","Slovenia","Extra EU-28","Total","Total","Total","Person","30",""
"2015Q1","Slovenia","Extra EU-28","Total","Total","Total positive decisions","Person","15",""
"2015Q1","Slovenia","Extra EU-28","Total","Total","Rejected","Person","15",""
"2015Q1","Slovenia","Eritrea","Total","Total","Total","Person","0",""
"2015Q1","Slovenia","Eritrea","Total","Total","Total positive decisions","Person","0",""
"2015Q1","Slovenia","Eritrea","Total","Total","Rejected","Person","0",""
"2015Q1","Slovenia","Afghanistan","Total","Total","Total","Person","0",""
"2015Q1","Slovenia","Afghanistan","Total","Total","Total positive decisions","Person","0",""
"2015Q1","Slovenia","Afghanistan","Total","Total","Rejected","Person","0",""
"2015Q1","Slovenia","Pakistan","Total","Total","Total","Person","0",""
"2015Q1","Slovenia","Pakistan","Total","Total","Total positive decisions","Person","0",""
"2015Q1","Slovenia","Pakistan","Total","Total","Rejected","Person","0",""
"2015Q1","Slovenia","Iraq","Total","Total","Total","Person","0",""
"2015Q1","Slovenia","Iraq","Total","Total","Total positive decisions","Person","0",""
"2015Q1","Slovenia","Iraq","Total","Total","Rejected","Person","0",""
"2015Q1","Slovenia","Syria","Total","Total","Total","Person","10",""
"2015Q1","Slovenia","Syria","Total","Total","Total positive decisions","Person","10",""
"2015Q1","Slovenia","Syria","Total","Total","Rejected","Person","0",""
"2015Q1","Slovenia","Total","Total","Total","Total","Person","30",""
"2015Q1","Slovenia","Total","Total","Total","Total positive decisions","Person","15",""
"2015Q1","Slovenia","Total","Total","Total","Rejected","Person","15",""
"2015Q1","Sweden","Albania","Total","Total","Total","Person","260",""
"2015Q1","Sweden","Albania","Total","Total","Total positive decisions","Person","5",""
"2015Q1","Sweden","Albania","Total","Total","Rejected","Person","255",""
"2015Q1","Sweden","Serbia","Total","Total","Total","Person","340",""
"2015Q1","Sweden","Serbia","Total","Total","Total positive decisions","Person","5",""
"2015Q1","Sweden","Serbia","Total","Total","Rejected","Person","335",""
"2015Q1","Sweden","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total","Total","Person","400",""
"2015Q1","Sweden","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total","Total positive decisions","Person","10",""
"2015Q1","Sweden","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total","Rejected","Person","390",""
"2015Q1","Sweden","Russia","Total","Total","Total","Person","70",""
"2015Q1","Sweden","Russia","Total","Total","Total positive decisions","Person","25",""
"2015Q1","Sweden","Russia","Total","Total","Rejected","Person","45",""
"2015Q1","Sweden","Extra EU-28","Total","Total","Total","Person","8,220",""
"2015Q1","Sweden","Extra EU-28","Total","Total","Total positive decisions","Person","6,025",""
"2015Q1","Sweden","Extra EU-28","Total","Total","Rejected","Person","2,195",""
"2015Q1","Sweden","Eritrea","Total","Total","Total","Person","1,515",""
"2015Q1","Sweden","Eritrea","Total","Total","Total positive decisions","Person","1,515",""
"2015Q1","Sweden","Eritrea","Total","Total","Rejected","Person","0",""
"2015Q1","Sweden","Afghanistan","Total","Total","Total","Person","260",""
"2015Q1","Sweden","Afghanistan","Total","Total","Total positive decisions","Person","200",""
"2015Q1","Sweden","Afghanistan","Total","Total","Rejected","Person","60",""
"2015Q1","Sweden","Pakistan","Total","Total","Total","Person","20",""
"2015Q1","Sweden","Pakistan","Total","Total","Total positive decisions","Person","5",""
"2015Q1","Sweden","Pakistan","Total","Total","Rejected","Person","15",""
"2015Q1","Sweden","Iraq","Total","Total","Total","Person","200",""
"2015Q1","Sweden","Iraq","Total","Total","Total positive decisions","Person","105",""
"2015Q1","Sweden","Iraq","Total","Total","Rejected","Person","95",""
"2015Q1","Sweden","Syria","Total","Total","Total","Person","3,220",""
"2015Q1","Sweden","Syria","Total","Total","Total positive decisions","Person","3,205",""
"2015Q1","Sweden","Syria","Total","Total","Rejected","Person","15",""
"2015Q1","Sweden","Total","Total","Total","Total","Person","8,250",""
"2015Q1","Sweden","Total","Total","Total","Total positive decisions","Person","6,025",""
"2015Q1","Sweden","Total","Total","Total","Rejected","Person","2,225",""
"2015Q1","United Kingdom","Albania","Total","Total","Total","Person","660",""
"2015Q1","United Kingdom","Albania","Total","Total","Total positive decisions","Person","115",""
"2015Q1","United Kingdom","Albania","Total","Total","Rejected","Person","540",""
"2015Q1","United Kingdom","Serbia","Total","Total","Total","Person","0",""
"2015Q1","United Kingdom","Serbia","Total","Total","Total positive decisions","Person","0",""
"2015Q1","United Kingdom","Serbia","Total","Total","Rejected","Person","0",""
"2015Q1","United Kingdom","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total","Total","Person","10",""
"2015Q1","United Kingdom","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total","Total positive decisions","Person","0",""
"2015Q1","United Kingdom","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total","Rejected","Person","10",""
"2015Q1","United Kingdom","Russia","Total","Total","Total","Person","45",""
"2015Q1","United Kingdom","Russia","Total","Total","Total positive decisions","Person","10",""
"2015Q1","United Kingdom","Russia","Total","Total","Rejected","Person","35",""
"2015Q1","United Kingdom","Extra EU-28","Total","Total","Total","Person","12,645",""
"2015Q1","United Kingdom","Extra EU-28","Total","Total","Total positive decisions","Person","4,260",""
"2015Q1","United Kingdom","Extra EU-28","Total","Total","Rejected","Person","8,385",""
"2015Q1","United Kingdom","Eritrea","Total","Total","Total","Person","730",""
"2015Q1","United Kingdom","Eritrea","Total","Total","Total positive decisions","Person","560",""
"2015Q1","United Kingdom","Eritrea","Total","Total","Rejected","Person","170",""
"2015Q1","United Kingdom","Afghanistan","Total","Total","Total","Person","770",""
"2015Q1","United Kingdom","Afghanistan","Total","Total","Total positive decisions","Person","315",""
"2015Q1","United Kingdom","Afghanistan","Total","Total","Rejected","Person","455",""
"2015Q1","United Kingdom","Pakistan","Total","Total","Total","Person","1,735",""
"2015Q1","United Kingdom","Pakistan","Total","Total","Total positive decisions","Person","400",""
"2015Q1","United Kingdom","Pakistan","Total","Total","Rejected","Person","1,330",""
"2015Q1","United Kingdom","Iraq","Total","Total","Total","Person","370",""
"2015Q1","United Kingdom","Iraq","Total","Total","Total positive decisions","Person","130",""
"2015Q1","United Kingdom","Iraq","Total","Total","Rejected","Person","240",""
"2015Q1","United Kingdom","Syria","Total","Total","Total","Person","455",""
"2015Q1","United Kingdom","Syria","Total","Total","Total positive decisions","Person","345",""
"2015Q1","United Kingdom","Syria","Total","Total","Rejected","Person","110",""
"2015Q1","United Kingdom","Total","Total","Total","Total","Person","12,695",""
"2015Q1","United Kingdom","Total","Total","Total","Total positive decisions","Person","4,260",""
"2015Q1","United Kingdom","Total","Total","Total","Rejected","Person","8,435",""
"2015Q1","Switzerland","Albania","Total","Total","Total","Person","15",""
"2015Q1","Switzerland","Albania","Total","Total","Total positive decisions","Person","5",""
"2015Q1","Switzerland","Albania","Total","Total","Rejected","Person","10",""
"2015Q1","Switzerland","Serbia","Total","Total","Total","Person","35",""
"2015Q1","Switzerland","Serbia","Total","Total","Total positive decisions","Person","10",""
"2015Q1","Switzerland","Serbia","Total","Total","Rejected","Person","20",""
"2015Q1","Switzerland","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total","Total","Person","145",""
"2015Q1","Switzerland","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total","Total positive decisions","Person","20",""
"2015Q1","Switzerland","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total","Rejected","Person","120",""
"2015Q1","Switzerland","Russia","Total","Total","Total","Person","55",""
"2015Q1","Switzerland","Russia","Total","Total","Total positive decisions","Person","30",""
"2015Q1","Switzerland","Russia","Total","Total","Rejected","Person","25",""
"2015Q1","Switzerland","Extra EU-28","Total","Total","Total","Person","5,895",""
"2015Q1","Switzerland","Extra EU-28","Total","Total","Total positive decisions","Person","4,060",""
"2015Q1","Switzerland","Extra EU-28","Total","Total","Rejected","Person","1,835",""
"2015Q1","Switzerland","Eritrea","Total","Total","Total","Person","1,530",""
"2015Q1","Switzerland","Eritrea","Total","Total","Total positive decisions","Person","1,380",""
"2015Q1","Switzerland","Eritrea","Total","Total","Rejected","Person","155",""
"2015Q1","Switzerland","Afghanistan","Total","Total","Total","Person","385",""
"2015Q1","Switzerland","Afghanistan","Total","Total","Total positive decisions","Person","295",""
"2015Q1","Switzerland","Afghanistan","Total","Total","Rejected","Person","90",""
"2015Q1","Switzerland","Pakistan","Total","Total","Total","Person","25",""
"2015Q1","Switzerland","Pakistan","Total","Total","Total positive decisions","Person","5",""
"2015Q1","Switzerland","Pakistan","Total","Total","Rejected","Person","20",""
"2015Q1","Switzerland","Iraq","Total","Total","Total","Person","120",""
"2015Q1","Switzerland","Iraq","Total","Total","Total positive decisions","Person","90",""
"2015Q1","Switzerland","Iraq","Total","Total","Rejected","Person","30",""
"2015Q1","Switzerland","Syria","Total","Total","Total","Person","955",""
"2015Q1","Switzerland","Syria","Total","Total","Total positive decisions","Person","915",""
"2015Q1","Switzerland","Syria","Total","Total","Rejected","Person","40",""
"2015Q1","Switzerland","Total","Total","Total","Total","Person","5,900",""
"2015Q1","Switzerland","Total","Total","Total","Total positive decisions","Person","4,060",""
"2015Q1","Switzerland","Total","Total","Total","Rejected","Person","1,840",""
"2015Q2","Belgium","Albania","Total","Total","Total","Person","105",""
